"screen_name";"username";"user_id";"tweet_id";"tweet_url";"timestamp";"timestamp_epochs";"text";"text_html";"links";"hashtags";"has_media";"img_urls";"video_url";"likes";"retweets";"replies";"is_replied";"is_reply_to";"parent_tweet_id";"reply_to_users" 
"NWK_Empire";"Nga Wur Kan Empire";"920677632668155905";"1221148956089929728";"/NWK_Empire/status/1221148956089929728";"2020-01-25 19:12:53";1579979573;"Kadrun kadrun, otak lu ga mampu udah. Goblok mah goblok aja. Ditanya mana portal berita yang nyebutin 17 Januari 2014 jakarta banjir di Bundaran HI aja ga bisa";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Kadrun kadrun, otak lu ga mampu udah. Goblok mah goblok aja. Ditanya mana portal berita yang nyebutin 17 Januari 2014 <strong>jakarta</strong> <strong>banjir</strong> di Bundaran HI aja ga bisa</p>";"[]";"[]";False;"[]";"";0;0;1;True;True;"1220945607386226688";"[{'screen_name': 'Purnomo_Back', 'user_id': '1173979564126560257'}, {'screen_name': 'TurnBackHoax', 'user_id': '803432630121218048'}]"
"sitaprahara";"unggulsita.id";"71781468";"1221147523634458624";"/sitaprahara/status/1221147523634458624";"2020-01-25 19:07:12";1579979232;"Ini yg bilang msh org yg sama 
yg bilang banjir dan macet jakarta lebih mudah di atasi kl sdh jd presiden.";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Ini yg bilang msh org yg sama 
yg bilang <strong>banjir</strong> dan macet <strong>jakarta</strong> lebih mudah di atasi kl sdh jd presiden.</p>";"[]";"[]";False;"[]";"";0;0;0;False;True;"1221106459401809922";"[{'screen_name': 'inalthora', 'user_id': '779618887'}]"
"badutdangdut";"Bukan badut sulap tapi";"938042971206729732";"1221146478711721984";"/badutdangdut/status/1221146478711721984";"2020-01-25 19:03:02";1579978982;"Banjir Jakarta, ww3, skrg corona. 2020 kenapa sih:(";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>Banjir</strong> <strong>Jakarta</strong>, ww3, skrg corona. 2020 kenapa sih:(</p>";"[]";"[]";False;"[]";"";0;0;0;False;False;"";"[]"
"Purnomo_Back";"#3PeriodeNDASMU";"1173979564126560257";"1221145935582904320";"/Purnomo_Back/status/1221145935582904320";"2020-01-25 19:00:53";1579978853;"udah Saya bilang, somasi aja.. kalo lo ngerasa jakarta era @jokowi @basuki_btp di tahun 2014, Bunderan HI terendam Banjir..

";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">udah Saya bilang, somasi aja.. kalo lo ngerasa <strong>jakarta</strong> era <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""366987179"" dir=""ltr"" href=""/jokowi""><s>@</s><b>jokowi</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""115286138"" dir=""ltr"" href=""/basuki_btp""><s>@</s><b>basuki_btp</b></a> di tahun 2014, Bunderan HI terendam <strong>Banjir</strong>..

<img alt=""🤣"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/><img alt=""🤣"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/><img alt=""🤣"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/></p>";"[]";"[]";False;"[]";"";0;0;1;True;True;"1220945607386226688";"[{'screen_name': 'NWK_Empire', 'user_id': '920677632668155905'}]"
"Purnomo_Back";"#3PeriodeNDASMU";"1173979564126560257";"1221143442622824448";"/Purnomo_Back/status/1221143442622824448";"2020-01-25 18:50:59";1579978259;"wkwkwkwkwkwk 

@TurnBackHoax mohon kasi pencerahan untuk BACIN yg satu ini, ngaku² Orang Ibukota..

tapi ada banjir di Bunderan HI pada taon 2014 dia gatau, @NWK_Empire sebener'nya Orang Jakarta pa Jasinga Bogor se?

";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">wkwkwkwkwkwk 

<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""803432630121218048"" dir=""ltr"" href=""/TurnBackHoax""><s>@</s><b>TurnBackHoax</b></a> mohon kasi pencerahan untuk BACIN yg satu ini, ngaku² Orang Ibukota..

tapi ada <strong>banjir</strong> di Bunderan HI pada taon 2014 dia gatau, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""920677632668155905"" dir=""ltr"" href=""/NWK_Empire""><s>@</s><b>NWK_Empire</b></a> sebener'nya Orang <strong>Jakarta</strong> pa Jasinga Bogor se?

<img alt=""🤣"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/><img alt=""🤣"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/><img alt=""🤣"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/></p>";"[]";"[]";False;"[]";"";0;0;1;True;True;"1220945607386226688";"[{'screen_name': 'NWK_Empire', 'user_id': '920677632668155905'}, {'screen_name': 'TurnBackHoax', 'user_id': '803432630121218048'}]"
"EdiSutr96751233";"Edi Sutrisno";"1112405961539411968";"1221143239794679808";"/EdiSutr96751233/status/1221143239794679808";"2020-01-25 18:50:10";1579978210;"Iyo  banjir koyo ning jakarta  yaa  hahaa";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Iyo  <strong>banjir</strong> koyo ning <strong>jakarta</strong>  yaa  hahaa</p>";"[]";"[]";False;"[]";"";1;0;0;False;True;"1220568209801170944";"[{'screen_name': 'nabilanabilan2', 'user_id': '825199314871808000'}]"
"rezarezarezare";"Nope";"360397438";"1221140452117630976";"/rezarezarezare/status/1221140452117630976";"2020-01-25 18:39:06";1579977546;"Banjir Jakarta adalah jawaban dari Allah SWT atas ... https://twitter.com/dmsrmdnt/status/1220940539387727875 …";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in""><strong>Banjir</strong> <strong>Jakarta</strong> adalah jawaban dari Allah SWT atas ... <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/dmsrmdnt/status/1220940539387727875"" dir=""ltr"" href=""https://t.co/Ant3GFs5mr"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/dmsrmdnt/status/1220940539387727875""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/dmsrmdnt/statu</span><span class=""invisible"">s/1220940539387727875</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>";"['https://twitter.com/dmsrmdnt/status/1220940539387727875']";"[]";False;"[]";"";0;0;1;True;False;"";"[]"
"unilubis";"unilubis";"85087815";"1221137228941942786";"/unilubis/status/1221137228941942786";"2020-01-25 18:26:17";1579976777;"Daftar Area Hijau di Jakarta yang Alih Fungsi, Inikah Penyebab Banjir?

Hm... https://www.idntimes.com/news/indonesia/lia-hutasoit-1/daftar-area-hijau-di-jakarta-yang-alih-fungsi-inikah-penyebab-banjir … lewat @idntimes";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Daftar Area Hijau di <strong>Jakarta</strong> yang Alih Fungsi, Inikah Penyebab <strong>Banjir</strong>?

Hm... <a class=""twitter-timeline-link"" data-expanded-url=""https://www.idntimes.com/news/indonesia/lia-hutasoit-1/daftar-area-hijau-di-jakarta-yang-alih-fungsi-inikah-penyebab-banjir"" dir=""ltr"" href=""https://t.co/cjATlhZG1S"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.idntimes.com/news/indonesia/lia-hutasoit-1/daftar-area-hijau-di-jakarta-yang-alih-fungsi-inikah-penyebab-banjir""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">idntimes.com/news/indonesia</span><span class=""invisible"">/lia-hutasoit-1/daftar-area-hijau-di-jakarta-yang-alih-fungsi-inikah-penyebab-banjir</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> lewat <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""388190238"" dir=""ltr"" href=""/idntimes""><s>@</s><b>idntimes</b></a></p>";"['https://www.idntimes.com/news/indonesia/lia-hutasoit-1/daftar-area-hijau-di-jakarta-yang-alih-fungsi-inikah-penyebab-banjir']";"[]";False;"[]";"";30;18;0;False;False;"";"[]"
"GustiAlfianto";"Gusti Alfianto";"112956345";"1221135606954127360";"/GustiAlfianto/status/1221135606954127360";"2020-01-25 18:19:50";1579976390;"Seperti mudah menangani banjir jakarta bila jadi presiden (?)";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Seperti mudah menangani <strong>banjir</strong> <strong>jakarta</strong> bila jadi presiden (?)</p>";"[]";"[]";False;"[]";"";0;0;0;False;True;"1221016083181658131";"[{'screen_name': 'fullmoonfolks', 'user_id': '56785548'}]"
"mfadhly__";"מוחמד פדהלי";"1011219222";"1221133634117099520";"/mfadhly__/status/1221133634117099520";"2020-01-25 18:12:00";1579975920;"Biasa yol, semua musibah dianggap jokes sama dia.
Kmrin kan juga dibuatnya jokes masalh banjir Jakarta ";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Biasa yol, semua musibah dianggap jokes sama dia.
Kmrin kan juga dibuatnya jokes masalh <strong>banjir</strong> <strong>Jakarta</strong> <img alt=""😑"" aria-label=""Emoji: Wajah tanpa ekspresi"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f611.png"" title=""Wajah tanpa ekspresi""/><img alt=""😑"" aria-label=""Emoji: Wajah tanpa ekspresi"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f611.png"" title=""Wajah tanpa ekspresi""/></p>";"[]";"[]";False;"[]";"";0;0;1;True;True;"1221085089003495424";"[{'screen_name': 'yolaatannia', 'user_id': '178578598'}, {'screen_name': 'pardedereza', 'user_id': '488128299'}]"
"moreshare";"ms-room.com";"71512327";"1221133258601062400";"/moreshare/status/1221133258601062400";"2020-01-25 18:10:31";1579975831;"#Jakarta #Banjir, #Anies Kabur, Formula E Ter #ancam Mangkrak Seperti Hambalang! https://www.ms-room.com/29589  #moreshareforum #beritaterkini";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Jakarta?src=hash""><s>#</s><b><strong>Jakarta</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Banjir?src=hash""><s>#</s><b><strong>Banjir</strong></b></a>, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Anies?src=hash""><s>#</s><b>Anies</b></a> Kabur, Formula E Ter <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ancam?src=hash""><s>#</s><b>ancam</b></a> Mangkrak Seperti Hambalang! <a class=""twitter-timeline-link"" data-expanded-url=""https://www.ms-room.com/29589"" dir=""ltr"" href=""https://t.co/cFp2Wy7rzG"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.ms-room.com/29589""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">ms-room.com/29589</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/moreshareforum?src=hash""><s>#</s><b>moreshareforum</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/beritaterkini?src=hash""><s>#</s><b>beritaterkini</b></a></p>";"['https://www.ms-room.com/29589']";"['Jakarta', 'Banjir', 'Anies', 'ancam', 'moreshareforum', 'beritaterkini']";False;"[]";"";0;0;0;False;False;"";"[]"
"Aji_Cimahi";"Panggil Aja Aji";"717959725057355776";"1221132442322341894";"/Aji_Cimahi/status/1221132442322341894";"2020-01-25 18:07:16";1579975636;"Kenapa blom tidur, Jakarta timur hujan dari sore kalo kebablasan ngeri nya banjir masuk rumah . Jd harus siaga";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Kenapa blom tidur, <strong>Jakarta</strong> timur hujan dari sore kalo kebablasan ngeri nya <strong>banjir</strong> masuk rumah . Jd harus siaga</p>";"[]";"[]";False;"[]";"";0;0;1;True;True;"1221128053369135104";"[{'screen_name': 'RajaDewAQ666', 'user_id': '303221572'}]"
"gspambudi";"Galang Setyo Pambudi";"197734815";"1213973360717127680";"/gspambudi/status/1213973360717127680";"2020-01-05 23:59:38";1578268778;"Ini ak post 3 minggu yg lalu, macet banjir jakarta";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Ini ak post 3 minggu yg lalu, macet <strong>banjir</strong> <strong>jakarta</strong></p>";"[]";"[]";False;"[]";"";0;0;1;True;True;"1213391147285929985";"[{'screen_name': '_rizdika', 'user_id': '1704655130'}]"
"alazhar_21";"Penunggang Besi Tua";"1731229902";"1213973178638204934";"/alazhar_21/status/1213973178638204934";"2020-01-05 23:58:54";1578268734;"Jakarta banjir kemaren enak sepi mobil pada masuk bengkel orang pada naik angkutan umum, mantap!";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>Jakarta</strong> <strong>banjir</strong> kemaren enak sepi mobil pada masuk bengkel orang pada naik angkutan umum, mantap!</p>";"[]";"[]";False;"[]";"";0;0;1;True;False;"";"[]"
"Anti_Cebong07";"Anti_Cebong07";"898704488936071168";"1213973106286424064";"/Anti_Cebong07/status/1213973106286424064";"2020-01-05 23:58:37";1578268717;"Silahkan kaum kolam butek kejang2 

Ternyata Banjir Terparah di Jakarta Terjadi di Era Ahok dan Jokowi, Ini Datanya

#4niesDatangIndonesiaSenang
#4niesDatangIndonesiaSenang
https://www.idtoday.co/2020/01/ternyata-banjir-terparah-di-jakarta.html … lewat @idtodaydotco";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Silahkan kaum kolam butek kejang2 

Ternyata <strong>Banjir</strong> Terparah di <strong>Jakarta</strong> Terjadi di Era Ahok dan Jokowi, Ini Datanya

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/4niesDatangIndonesiaSenang?src=hash""><s>#</s><b>4niesDatangIndonesiaSenang</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/4niesDatangIndonesiaSenang?src=hash""><s>#</s><b>4niesDatangIndonesiaSenang</b></a>
<a class=""twitter-timeline-link"" data-expanded-url=""https://www.idtoday.co/2020/01/ternyata-banjir-terparah-di-jakarta.html"" dir=""ltr"" href=""https://t.co/NrUBruYSlr"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.idtoday.co/2020/01/ternyata-banjir-terparah-di-jakarta.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">idtoday.co/2020/01/ternya</span><span class=""invisible"">ta-banjir-terparah-di-jakarta.html</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> lewat @idtodaydotco</p>";"['https://www.idtoday.co/2020/01/ternyata-banjir-terparah-di-jakarta.html']";"['4niesDatangIndonesiaSenang', '4niesDatangIndonesiaSenang']";False;"[]";"";8;1;0;False;True;"1213861416588824576";"[{'screen_name': 'TPFID', 'user_id': '1068975162769367041'}, {'screen_name': 'RekiDatuak', 'user_id': '1127392794'}]"
"EnjoyIdnesia";"EnjoyINDONESIA 🇮🇩";"1561121688";"1213972831052029953";"/EnjoyIdnesia/status/1213972831052029953";"2020-01-05 23:57:32";1578268652;"Sependek pikiran saya, jadi banjir Jakarta adalah bagian dari rencana naturalisasi?";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Sependek pikiran saya, jadi <strong>banjir</strong> <strong>Jakarta</strong> adalah bagian dari rencana naturalisasi?</p>";"[]";"[]";False;"[]";"";0;0;0;False;True;"1213833659431694336";"[{'screen_name': 'alifabee', 'user_id': '121652717'}, {'screen_name': 'amflife', 'user_id': '44272080'}, {'screen_name': 'budimandjatmiko', 'user_id': '183217247'}]"
"Warrior764";"BukanKacungKoruptor";"996722864429518849";"1213972817126907904";"/Warrior764/status/1213972817126907904";"2020-01-05 23:57:28";1578268648;"Pantesan bang @hotmanParis mendorong clash action  kepada gabener DKI.

lah kerugian sebanyak ini kok.

Silakan disimak
Kerugian banjir di Jakarta dan sekitarnya diperkirakan melebihi Rp10 triliun, kata pengamat https://www.bbc.com/indonesia/indonesia-50982184 …
#4niesMundurJakartaTeratur";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Pantesan bang <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""409386722"" dir=""ltr"" href=""/hotmanParis""><s>@</s><b>hotmanParis</b></a> mendorong clash action  kepada gabener DKI.

lah kerugian sebanyak ini kok.

Silakan disimak
Kerugian <strong>banjir</strong> di <strong>Jakarta</strong> dan sekitarnya diperkirakan melebihi Rp10 triliun, kata pengamat <a class=""twitter-timeline-link"" data-expanded-url=""https://www.bbc.com/indonesia/indonesia-50982184"" dir=""ltr"" href=""https://t.co/EL9omHXPi0"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.bbc.com/indonesia/indonesia-50982184""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">bbc.com/indonesia/indo</span><span class=""invisible"">nesia-50982184</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/4niesMundurJakartaTeratur?src=hash""><s>#</s><b>4niesMundurJakartaTeratur</b></a></p>";"['https://www.bbc.com/indonesia/indonesia-50982184']";"['4niesMundurJakartaTeratur']";False;"[]";"";1;0;2;True;True;"1212712062092136449";"[{'screen_name': 'OlipItaZW', 'user_id': '1133755181546426368'}, {'screen_name': 'gunawanindra111', 'user_id': '3871309992'}]"
"Thebeyo28973344";"The_beyonder";"1162724143210483712";"1213972719030669312";"/Thebeyo28973344/status/1213972719030669312";"2020-01-05 23:57:05";1578268625;"Dulu adagyg ngomong kalau dia jadi presiden bahkan ampe ke2 kali, banjir jakarta akan beres...siapa kah dia??";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Dulu adagyg ngomong kalau dia jadi presiden bahkan ampe ke2 kali, <strong>banjir</strong> <strong>jakarta</strong> akan beres...siapa kah dia??</p>";"[]";"[]";False;"[]";"";0;0;0;False;True;"1213825093236715521";"[{'screen_name': 'zarazettirazr', 'user_id': '50682651'}]"
"abdrifai";"abd rifai";"435417776";"1213972594501636096";"/abdrifai/status/1213972594501636096";"2020-01-05 23:56:35";1578268595;"Tren Opini: BEGINI PENJELASANNYA KENAPA SISTEM KHILAFAH ADALAH SOLUSI BANJIR JAKARTA https://www.trenopini.com/2020/01/begini-penjelasannya-kenapa-sistem.html …";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Tren Opini: BEGINI PENJELASANNYA KENAPA SISTEM KHILAFAH ADALAH SOLUSI <strong>BANJIR</strong> <strong>JAKARTA</strong> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.trenopini.com/2020/01/begini-penjelasannya-kenapa-sistem.html"" dir=""ltr"" href=""https://t.co/cvwmVGU5XX"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.trenopini.com/2020/01/begini-penjelasannya-kenapa-sistem.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">trenopini.com/2020/01/begini</span><span class=""invisible"">-penjelasannya-kenapa-sistem.html</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>";"['https://www.trenopini.com/2020/01/begini-penjelasannya-kenapa-sistem.html']";"[]";False;"[]";"";0;0;0;False;False;"";"[]"
"chimex_1";"Chimex";"33842736";"1213972570212405249";"/chimex_1/status/1213972570212405249";"2020-01-05 23:56:29";1578268589;"Yang banjir bukan cuma jakarta...
Yang menderita kerugian bukan cuma warga jakarta...
Kenapa ngga sekalian gugat presiden ???";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Yang <strong>banjir</strong> bukan cuma <strong>jakarta</strong>...
Yang menderita kerugian bukan cuma warga <strong>jakarta</strong>...
Kenapa ngga sekalian gugat presiden ???</p>";"[]";"[]";False;"[]";"";0;1;1;True;True;"1213767778748059648";"[{'screen_name': 'detikcom', 'user_id': '69183155'}]"
"sangnanang";"Sang Nanang";"208412819";"1213972525354508289";"/sangnanang/status/1213972525354508289";"2020-01-05 23:56:19";1578268579;"Tidak Hanya Banjir Jakarta http://sangnanang.com/2020/01/06/tidak-hanya-banjir-jakarta/ …pic.twitter.com/HTDUdqgBJu";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Tidak Hanya <strong>Banjir</strong> <strong>Jakarta</strong> <a class=""twitter-timeline-link"" data-expanded-url=""http://sangnanang.com/2020/01/06/tidak-hanya-banjir-jakarta/"" dir=""ltr"" href=""https://t.co/4mXLR65YZU"" rel=""nofollow noopener"" target=""_blank"" title=""http://sangnanang.com/2020/01/06/tidak-hanya-banjir-jakarta/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">sangnanang.com/2020/01/06/tid</span><span class=""invisible"">ak-hanya-banjir-jakarta/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/HTDUdqgBJu"">pic.twitter.com/HTDUdqgBJu</a></p>";"['http://sangnanang.com/2020/01/06/tidak-hanya-banjir-jakarta/']";"[]";True;"['https://pbs.twimg.com/media/ENjllBPX0AIgBgT.jpg']";"";0;0;0;False;False;"";"[]"
"AyouLarasati";"AYU🇮🇩";"1141581475";"1213972428512059392";"/AyouLarasati/status/1213972428512059392";"2020-01-05 23:55:56";1578268556;"@RadioElshinta 
Terkait Banjir di DKI Jakarta, 
Pesan dari Bang Horman Paris untuk LBH-LBH Jakarta Cc : @LBH_Jakarta https://twitter.com/zoelfick/status/1213712047868919808 …";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""121640063"" dir=""ltr"" href=""/RadioElshinta""><s>@</s><b>RadioElshinta</b></a> 
Terkait <strong>Banjir</strong> di DKI <strong>Jakarta</strong>, 
Pesan dari Bang Horman Paris untuk LBH-LBH <strong>Jakarta</strong> Cc : <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""280942957"" dir=""ltr"" href=""/LBH_Jakarta""><s>@</s><b>LBH_<strong>Jakarta</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/zoelfick/status/1213712047868919808"" dir=""ltr"" href=""https://t.co/LL39GpYrep"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/zoelfick/status/1213712047868919808""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/zoelfick/statu</span><span class=""invisible"">s/1213712047868919808</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>";"['https://twitter.com/zoelfick/status/1213712047868919808']";"[]";False;"[]";"";0;0;0;False;False;"";"[]"
"MJava010";"Mukti.java010@gmail.com";"1207316049571373061";"1213972365664608256";"/MJava010/status/1213972365664608256";"2020-01-05 23:55:41";1578268541;"Banjir di jakarta";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>Banjir</strong> di <strong>jakarta</strong></p>";"[]";"[]";False;"[]";"";0;0;0;False;False;"";"[]"
"kakiangbagoes";"Pekaklonto 🇲🇨";"1151410409556938752";"1213972070754729984";"/kakiangbagoes/status/1213972070754729984";"2020-01-05 23:54:30";1578268470;"Kang @kangdede78 begini seharusnya Anies nangani banjir di Jakarta. https://twitter.com/kakiangbagoes/status/1213466881127878656 …";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in"">Kang <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""235931838"" dir=""ltr"" href=""/kangdede78""><s>@</s><b>kangdede78</b></a> begini seharusnya Anies nangani <strong>banjir</strong> di <strong>Jakarta</strong>. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/kakiangbagoes/status/1213466881127878656"" dir=""ltr"" href=""https://t.co/uR8iBK7fFH"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/kakiangbagoes/status/1213466881127878656""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/kakiangbagoes/</span><span class=""invisible"">status/1213466881127878656</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>";"['https://twitter.com/kakiangbagoes/status/1213466881127878656']";"[]";False;"[]";"";0;0;0;False;False;"";"[]"
"pandibolobolo";"Raaf Rifandi";"218392698";"1213971924872597504";"/pandibolobolo/status/1213971924872597504";"2020-01-05 23:53:56";1578268436;"analisa yg nyebutin banjir jakarta itu formulasinya cmn 30% sumbangsih limpasan dari luar seperti klaim @pemudajawa yg katanya bersumber dari BPPT mba elisa tau? sy googling gak dapet berita atau publikasinya.";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">analisa yg nyebutin <strong>banjir</strong> <strong>jakarta</strong> itu formulasinya cmn 30% sumbangsih limpasan dari luar seperti klaim <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""283279840"" dir=""ltr"" href=""/pemudajawa""><s>@</s><b>pemudajawa</b></a> yg katanya bersumber dari BPPT mba elisa tau? sy googling gak dapet berita atau publikasinya.</p>";"[]";"[]";False;"[]";"";0;0;0;False;True;"1213970544627863552";"[{'screen_name': 'elisa_jkt', 'user_id': '44556194'}]"
